愛知医科大学	医学部	62.5
愛知医科大学	看護学部	47.5
青山学院大学	法学部	58.75
青山学院大学	経済学部	61.25
青山学院大学	経営学部	57.5
青山学院大学	文学部	62.5
青山学院大学	国際政治経済学部	62.5
青山学院大学	教育人間科学部	60.0
青山学院大学	総合文化政策学部	60.0
青山学院大学	地球社会共生学部	57.5
青山学院大学	コミュニティ人間科学部	57.5
青山学院大学	理工学部	56.25
青山学院大学	社会情報学部	57.5
麻布大学	獣医学部閲覧済	51.25
岩手医科大学	医学部	61.25
岩手医科大学	歯学部	35.0
岩手医科大学	薬学部	35.0
岩手医科大学	看護学部	35.0
大阪医科薬科大学	薬学部	47.5
大阪医科薬科大学	医学部	67.5
大阪医科薬科大学	看護学部	52.5
岡山理科大学	経営学部	35.0
岡山理科大学	アクティブラーナーズ学部	35.0
岡山理科大学	理学部	35.0
金沢医科大学	医学部	62.5
金沢医科大学	看護学部	40.0
川崎医科大学	医学部	60.0
関西医科大学	医学部	70.0
関西医科大学	看護学部	52.5
関西医科大学	リハビリテーション学部	43.75
関西外国語大学	外国語学部	45.0
関西外国語大学	英語キャリア学部	47.5
関西外国語大学	英語国際学部	45.0
関西外国語大学	国際共生学部	55.0
関西大学	法学部	55.0
関西大学	経済学部	55.0
関西大学	商学部	55.0
関西大学	文学部	55.0
関西大学	社会学部	55.0
関西大学	政策創造学部	52.5
関西大学	外国語学部	57.5
関西大学	総合情報学部	52.5
関西大学	システム理工学部	53.75
関西大学	環境都市工学部	56.25
関西大学	化学生命工学部	51.25
関西大学	社会安全学部	52.5
関西大学	ビジネスデータサイエンス学部	52.5
関西大学	人間健康学部	52.5
関西学院大学	法学部	55.0
関西学院大学	経済学部	55.0
関西学院大学	商学部	55.0
関西学院大学	文学部	53.75
関西学院大学	神学部	52.5
関西学院大学	社会学部	52.5
関西学院大学	人間福祉学部	52.5
関西学院大学	教育学部	52.5
関西学院大学	総合政策学部	52.5
関西学院大学	国際学部	62.5
関西学院大学	理学部	51.25
関西学院大学	工学部	53.75
関西学院大学	生命環境学部	51.25
関西学院大学	建築学部	52.5
学習院大学	法学部	55.0
学習院大学	経済学部	57.5
学習院大学	文学部	55.0
学習院大学	国際社会科学部	57.5
学習院大学	理学部	55.0
北里大学	理学部	46.25
北里大学	海洋生命科学部	47.5
北里大学	未来工学部	47.5
北里大学	薬学部	53.75
北里大学	医学部	62.5
北里大学	獣医学部	46.25
北里大学	健康科学部	40.0
北里大学	看護学部	50.0
北里大学	医療衛生学部	43.75
杏林大学	外国語学部	36.25
杏林大学	総合政策学部	40.0
杏林大学	医学部	65.0
杏林大学	保健学部	45.0
近畿大学	法学部	52.5
近畿大学	文芸学部	50.0
近畿大学	経済学部	51.25
近畿大学	経営学部	48.75
近畿大学	総合社会学部	52.5
近畿大学	国際学部	47.5
近畿大学	理工学部	47.5
近畿大学	工学部	43.75
近畿大学	農学部	50.0
近畿大学	産業理工学部	43.75
近畿大学	生物理工学部	38.75
近畿大学	建築学部	52.5
近畿大学	情報学部	55.0
近畿大学	薬学部	53.75
近畿大学	医学部	65.0
久留米大学	法学部	35.0
久留米大学	経済学部	37.5
久留米大学	商学部	37.5
久留米大学	文学部	37.5
久留米大学	医学部	53.75
久留米大学	人間健康学部	35.0
慶應義塾大学	法学部	67.5
慶應義塾大学	経済学部	65.0
慶應義塾大学	商学部	65.0
慶應義塾大学	文学部	65.0
慶應義塾大学	理工学部	65.0
慶應義塾大学	総合政策学部	70.0
慶應義塾大学	環境情報学部	70.0
慶應義塾大学	医学部	72.5
慶應義塾大学	薬学部	62.5
慶應義塾大学	看護医療学部	57.5
工学院大学	工学部	53.75
工学院大学	先進工学部	51.25
工学院大学	情報学部	52.5
工学院大学	建築学部	55.0
國學院大學	法学部	53.75
國學院大學	経済学部	52.5
國學院大學	文学部	55.0
國學院大學	神道文化学部	47.5
國學院大學	人間開発学部	51.25
國學院大學	観光まちづくり学部	52.5
国際医療福祉大学	赤坂心理・医療福祉マネジメント学部	37.5
国際医療福祉大学	成田薬学部	42.5
国際医療福祉大学	薬学部	40.0
国際医療福祉大学	医学部	67.5
国際医療福祉大学	福岡薬学部	42.5
国際医療福祉大学	保健医療学部	40.0
国際医療福祉大学	福岡保健医療学部	37.5
国際医療福祉大学	小田原保健医療学部	42.5
国際医療福祉大学	成田看護学部	47.5
国際医療福祉大学	成田保健医療学部	42.5
国際基督教大学	教養学部	67.5
埼玉医科大学	医学部	62.5
埼玉医科大学	保健医療学部	36.25
産業医科大学	医学部	67.5
産業医科大学	産業保健学部	42.5
芝浦工業大学	工学部	53.75
芝浦工業大学	デザイン工学部	52.5
芝浦工業大学	システム理工学部	52.5
芝浦工業大学	建築学部	56.25
昭和医科大学	医学部	67.5
昭和医科大学	歯学部	52.5
昭和医科大学	薬学部	47.5
昭和医科大学	保健医療学部	43.75
昭和女子大学	国際学部	47.5
昭和女子大学	食健康科学部	48.75
昭和女子大学	人間社会学部	51.25
昭和女子大学	グローバルビジネス学部	50.0
昭和女子大学	人間文化学部	46.25
昭和女子大学	環境デザイン学部	52.5
自治医科大学	医学部	67.5
自治医科大学	看護学部	47.5
順天堂大学	国際教養学部	42.5
順天堂大学	健康データサイエンス学部	46.25
順天堂大学	医学部	70.0
順天堂大学	薬学部	47.5
順天堂大学	医療看護学部	52.5
順天堂大学	スポーツ健康科学部	42.5
順天堂大学	保健看護学部	47.5
順天堂大学	保健医療学部	50.0
順天堂大学	医療科学部	48.75
上智大学	法学部	61.25
上智大学	経済学部	62.5
上智大学	文学部	61.25
上智大学	神学部	55.0
上智大学	外国語学部	60.0
上智大学	総合人間科学部	63.75
上智大学	総合グローバル学部	62.5
上智大学	理工学部	56.25
成蹊大学	法学部	53.75
成蹊大学	経営学部	55.0
成蹊大学	文学部	51.25
成蹊大学	経済学部	55.0
成蹊大学	理工学部	47.5
聖マリアンナ医科大学	医学部	62.5
聖路加国際大学	看護学部	55.0
崇城大学	工学部	46.25
崇城大学	生物生命学部	35.0
崇城大学	情報学部	45.0
崇城大学	薬学部	42.5
崇城大学	芸術学部	40.0
多摩美術大学	美術学部	45.0
中央大学	法学部	60.0
中央大学	経済学部	57.5
中央大学	商学部	56.25
中央大学	文学部	57.5
中央大学	総合政策学部	58.75
中央大学	国際経営学部	57.5
中央大学	国際情報学部	57.5
中央大学	理工学部	55.0
中京大学	法学部	50.0
中京大学	経済学部	52.5
中京大学	経営学部	50.0
中京大学	文学部	53.75
中京大学	心理学部	55.0
中京大学	現代社会学部	50.0
中京大学	総合政策学部	50.0
中京大学	国際学部	47.5
中京大学	工学部	46.25
中京大学	スポーツ科学部	50.0
帝京大学	法学部	40.0
帝京大学	経済学部	38.75
帝京大学	文学部	42.5
帝京大学	外国語学部	43.75
帝京大学	教育学部	42.5
帝京大学	理工学部	37.5
帝京大学	医学部	65.0
帝京大学	薬学部	40.0
帝京大学	医療技術学部	42.5
帝京大学	福岡医療技術学部	38.75
東海大学	法学部	37.5
東海大学	政治経済学部	37.5
東海大学	文化社会学部	42.5
東海大学	国際文化学部	40.0
東海大学	観光学部	40.0
東海大学	経営学部	40.0
東海大学	文学部	42.5
東海大学	人文学部	37.5
東海大学	国際学部	37.5
東海大学	児童教育学部	42.5
東海大学	理学部	38.75
東海大学	工学部	36.25
東海大学	情報理工学部	42.5
東海大学	農学部	36.25
東海大学	海洋学部	41.25
東海大学	情報通信学部	40.0
東海大学	生物学部	35.0
東海大学	建築都市学部	38.75
東海大学	医学部	56.25
東海大学	体育学部	38.75
東海大学	教養学部	40.0
東海大学	健康学部	37.5
東海大学	文理融合学部	36.25
東京医科大学	医学部	58.75
東京慈恵会医科大学	医学部	60.0
東京女子医科大学	医学部	62.5
東京女子医科大学	看護学部	42.5
東京電機大学	工学部	48.75
東京電機大学	未来科学部	51.25
東京電機大学	システムデザイン工学部	52.5
東京電機大学	理工学部	48.75
東京都市大学	都市生活学部	50.0
東京都市大学	人間科学部	47.5
東京都市大学	理工学部	52.5
東京都市大学	情報工学部	53.75
東京都市大学	メディア情報学部	51.25
東京都市大学	環境学部	46.25
東京都市大学	建築都市デザイン学部	51.25
東京都市大学	デザイン・データ科学部	50.0
東京理科大学	経営学部	56.25
東京理科大学	理学部第一部	60.0
東京理科大学	理学部第二部	42.5
東京理科大学	工学部	58.75
東京理科大学	創域理工学部	57.5
東京理科大学	先進工学部	58.75
東京理科大学	薬学部	58.75
東邦大学	理学部	42.5
東邦大学	医学部	67.5
東邦大学	薬学部	50.0
東邦大学	健康科学部	45.0
東邦大学	看護学部	45.0
東北医科薬科大学	薬学部	37.5
東北医科薬科大学	医学部	66.25
東洋大学	経済学部	47.5
東洋大学	経営学部	48.75
東洋大学	文学部	51.25
東洋大学	法学部	47.5
東洋大学	社会学部	48.75
東洋大学	食環境科学部	46.25
東洋大学	国際観光学部	52.5
東洋大学	国際学部	48.75
東洋大学	福祉社会デザイン学部	47.5
東洋大学	理工学部	46.25
東洋大学	生命科学部	46.25
東洋大学	総合情報学部	47.5
東洋大学	情報連携学部	50.0
東洋大学	健康スポーツ科学部	47.5
豊田工業大学	工学部	60.0
同志社大学	法学部	60.0
同志社大学	経済学部	60.0
同志社大学	商学部	61.25
同志社大学	文学部	58.75
同志社大学	神学部	55.0
同志社大学	社会学部	58.75
同志社大学	政策学部	57.5
同志社大学	心理学部	60.0
同志社大学	グローバル・コミュニケーション学部	58.75
同志社大学	グローバル地域文化学部	58.75
同志社大学	文化情報学部	55.0
同志社大学	理工学部	58.75
同志社大学	生命医科学部	57.5
同志社大学	スポーツ健康科学部	53.75
獨協医科大学	医学部	62.5
獨協医科大学	看護学部	42.5
獨協大学	法学部	47.5
獨協大学	経済学部	46.25
獨協大学	外国語学部	48.75
獨協大学	国際教養学部	50.0
名古屋学芸大学	管理栄養学部	52.5
名古屋学芸大学	ヒューマンケア学部	52.5
名古屋学芸大学	メディア造形学部	52.5
名古屋学芸大学	看護学部	57.5
南山大学	法学部	52.5
南山大学	経済学部	52.5
南山大学	経営学部	52.5
南山大学	人文学部	51.25
南山大学	外国語学部	51.25
南山大学	総合政策学部	52.5
南山大学	国際教養学部	52.5
南山大学	理工学部	47.5
日本医科大学	医学部	70.0
日本獣医生命科学大学	獣医学部	55.0
日本女子大学	文学部	50.0
日本女子大学	家政学部	51.25
日本女子大学	人間社会学部	52.5
日本女子大学	国際文化学部	52.5
日本女子大学	理学部	47.5
日本大学	法学部	45.0
日本大学	経済学部	47.5
日本大学	商学部	48.75
日本大学	国際関係学部	40.0
日本大学	文理学部	48.75
日本大学	工学部	38.75
日本大学	生産工学部	37.5
日本大学	理工学部	46.25
日本大学	生物資源科学部	48.75
日本大学	危機管理学部	42.5
日本大学	医学部	65.0
日本大学	歯学部	45.0
日本大学	松戸歯学部	35.0
日本大学	薬学部	45.0
日本大学	芸術学部	47.5
日本大学	スポーツ科学部	40.0
兵庫医科大学	医学部	62.5
兵庫医科大学	薬学部	40.0
兵庫医科大学	リハビリテーション学部	46.25
兵庫医科大学	看護学部	50.0
福岡大学	法学部	45.0
福岡大学	経済学部	45.0
福岡大学	商学部	43.75
福岡大学	人文学部	46.25
福岡大学	理学部	46.25
福岡大学	工学部	42.5
福岡大学	薬学部	52.5
福岡大学	医学部	56.25
福岡大学	スポーツ科学部	42.5
藤田医科大学	医学部	65.0
藤田医科大学	医療科学部	46.25
藤田医科大学	保健衛生学部	47.5
文教大学	文学部	40.0
文教大学	教育学部	48.75
文教大学	人間科学部	43.75
文教大学	国際学部	38.75
文教大学	健康栄養学部	40.0
文教大学	経営学部	47.5
文教大学	情報学部	43.75
法政大学	法学部	57.5
法政大学	経営学部	57.5
法政大学	文学部	57.5
法政大学	国際文化学部	60.0
法政大学	キャリアデザイン学部	57.5
法政大学	経済学部	55.0
法政大学	現代福祉学部	53.75
法政大学	社会学部	56.25
法政大学	グローバル教養学部	60.0
法政大学	人間環境学部	57.5
法政大学	デザイン工学部	56.25
法政大学	情報科学部	53.75
法政大学	理工学部	55.0
法政大学	生命科学部	55.0
法政大学	スポーツ健康学部	55.0
星薬科大学	薬学部	55.0
武蔵大学	経済学部	55.0
武蔵大学	人文学部	52.5
武蔵大学	社会学部	52.5
武蔵大学	国際教養学部	52.5
武蔵野美術大学	造形構想学部	48.75
武蔵野美術大学	造形学部	48.75
明治学院大学	法学部	52.5
明治学院大学	経済学部	51.25
明治学院大学	文学部	50.0
明治学院大学	社会学部	52.5
明治学院大学	心理学部	55.0
明治学院大学	国際学部	51.25
明治学院大学	情報数理学部	50.0
明治大学	法学部	60.0
明治大学	政治経済学部	60.0
明治大学	経営学部	61.25
明治大学	商学部	60.0
明治大学	文学部	60.0
明治大学	情報コミュニケーション学部	60.0
明治大学	国際日本学部	58.75
明治大学	理工学部	57.5
明治大学	農学部	58.75
明治大学	総合数理学部	58.75
明治薬科大学	薬学部	50.0
酪農学園大学	獣医学群	48.75
立教大学	法学部	60.0
立教大学	経済学部	58.75
立教大学	文学部	60.0
立教大学	社会学部	61.25
立教大学	経営学部	63.75
立教大学	異文化コミュニケーション学部	65.0
立教大学	観光学部	57.5
立教大学	コミュニティ福祉学部	57.5
立教大学	現代心理学部	61.25
立教大学	理学部	57.5
立教大学	スポーツウエルネス学部	55.0
立命館大学	法学部	55.0
立命館大学	経済学部	52.5
立命館大学	経営学部	57.5
立命館大学	文学部	55.0
立命館大学	国際関係学部	55.0
立命館大学	産業社会学部	52.5
立命館大学	政策科学部	55.0
立命館大学	総合心理学部	57.5
立命館大学	食マネジメント学部	52.5
立命館大学	理工学部	53.75
立命館大学	生命科学部	52.5
立命館大学	情報理工学部	55.0
立命館大学	薬学部	53.75
立命館大学	映像学部	52.5
立命館大学	スポーツ健康科学部	52.5
龍谷大学	法学部	50.0
龍谷大学	経済学部	45.0
龍谷大学	経営学部	50.0
龍谷大学	文学部	47.5
龍谷大学	社会学部	47.5
龍谷大学	国際学部	43.75
龍谷大学	政策学部	47.5
龍谷大学	心理学部	50.0
龍谷大学	先端理工学部	43.75
龍谷大学	農学部	42.5
早稲田大学	法学部	67.5
早稲田大学	政治経済学部	68.75
早稲田大学	商学部	66.25
早稲田大学	教育学部	63.75
早稲田大学	国際教養学部	70.0
早稲田大学	文学部	70.0
早稲田大学	文化構想学部	70.0
早稲田大学	社会科学部	68.75
早稲田大学	基幹理工学部	65.0
早稲田大学	創造理工学部	63.75
早稲田大学	先進理工学部	66.25
早稲田大学	人間科学部	63.75
